"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"Block_1479",4,27217668,27640325,-0.0160546174850269,0.321092349700538,43,207297,207316,20,1496,0.220051252047325,1,0.61611647481234,1
"Block_1480",1,226834980,226907394,0.0106677182270811,0.320031546812433,16,25692,25721,30,5445,0.554761621072736,1,0.617067892068381,1
"Block_1481",7,20905085,21260354,-0.0167941416088968,0.319088690569039,73,256356,256374,19,6281,0.185272060876478,1,0.617889489773598,1
"Block_1482",10,17627460,17879085,0.0144916547760683,0.318816405073503,123,31204,31225,22,2628,0.313526663690894,1,0.618077994874795,1
"Block_1483",3,197707186,197847514,0.0211890738492434,0.317836107738651,41,204259,204273,15,4229,0.0635795696037303,1,0.618960056480396,1
"Block_1484",1,241271624,241525673,-0.0144329838673517,0.317525645081737,16,27636,27657,22,5445,0.317796482068008,1,0.619173458481751,1
"Block_1485",11,106351597,107123315.5,-0.0126657893160135,0.316644732900338,143,56340,56364,25,4825,0.452895954075889,1,0.619877685086223,1
"Block_1486",18,36821921,37205078,0.0210728107003641,0.316092160505461,190,130600,130614,15,653,0.0655037443159488,1,0.620325829289069,1
"Block_1487",6,744877,901166,0.0121241514661599,0.315227938120157,62,236391,236416,26,3405,0.496534885002997,1,0.621072736293812,1
"Block_1488",15,44358758,44673032,0.0125997052877122,0.314992632192806,173,97337,97361,25,7146,0.45884097816364,1,0.621287916645178,1
"Block_1489",5,135701309.454545,136070457,0.0136642578769622,0.31427793117013,61,230488,230510,23,8919,0.375039790581503,1,0.621842761848702,1
"Block_1490",20,37458106,37561562,0.0116294640845821,0.313995530283718,198,170785,170811,27,1786,0.531868921377368,1,0.622098844250328,1
"Block_1491",10,33315694,33426312,0.0120277941124364,0.312722646923347,124,32867,32892,26,2232,0.505252356758352,1,0.623050261506369,1
"Block_1492",9,6510471,6654943,-0.0164005161969315,0.311609807741699,99,285586,285604,19,659,0.20439999359794,1,0.623925209711925,1
"Block_1493",1,230979411,231072548,0.0114665586478274,0.30959708349134,16,26371,26397,27,5445,0.544569897158019,1,0.625547064922224,1
"Block_1494",8,86850141,86987139,-0.0162878664923521,0.30946946335469,96,278137,278155,19,110,0.210037363133737,1,0.625648430872868,1
"Block_1495",10,65951690,66793462,-0.0180618516473849,0.307051478005543,133,35291,35307,17,756,0.137535811523352,1,0.627615285985357,1
"Block_1496",19,40129827,40261498,0.010954468945286,0.306725130468009,196,138222,138249,28,3817,0.566242648745641,1,0.627864254986938,1
"Block_1497",17,7651017,7784238,0.0117966154113412,0.306712000694871,183,117243,117268,26,3381,0.52528191293554,1,0.627883816837062,1
"Block_1498",18,34160518,34291892,0.0139277112215249,0.306409646873547,190,130454,130475,22,653,0.356966419416737,1,0.628109667288496,1
"Block_1499",20,62833186,62913080,0.0132526211045028,0.304810285403566,199,174786,174808,23,3637,0.410140863104394,1,0.629438094746932,1
"Block_1500",20,36493456,36563485,0.0116703088323553,0.303428029641238,198,170581,170606,26,1786,0.53641260565622,1,0.630474872803515,1
"Block_1501",10,126815805,127026279,0.012016293857901,0.300407346447526,135,43200,43224,25,6782,0.513020189607678,1,0.632991238069494,1
"Block_1502",20,53410281,54277478,-0.0130330946667648,0.29976117733559,199,173314,173336,23,3637,0.429690264778533,1,0.633613660573447,1
"Block_1503",1,109046245,109224885,0.0130290829896266,0.299668908761412,5,14229,14251,23,1702,0.430095728581108,1,0.633706134774034,1
"Block_1504",1,204063432,204116285.5,0.0110933486772457,0.299520414285635,15,22633,22659,27,1780,0.569173369564251,1,0.633819949174757,1
"Block_1505",20,20393632,20549416.5,0.0135925067165035,0.299035147763077,197,168752,168773,22,2631,0.384993215594707,1,0.634227191327343,1
"Block_1506",1,230080297,230238754,0.0124459093208769,0.298701823701046,16,26170,26193,24,5445,0.479064374492059,1,0.63449927887907,1
"Block_1507",9,115317316,115620480,0.011464982792263,0.298089552598838,122,291334,291359,26,4720,0.553120204012313,1,0.635038118932492,1
"Block_1508",7,75993833.5,76112322,0.0174503958249382,0.296656729023949,80,261596,261612,17,831,0.160531655519376,1,0.636275850540352,1
"Block_1509",5,39187224,39284814,0.0140683906224294,0.295436203071018,55,222241,222261,21,1147,0.349097220616767,1,0.63731974199698,1
"Block_1510",3,151045355,151139999,-0.0122473224711866,0.293935739308478,40,198996,199019,24,6216,0.497991353662245,1,0.638577035454964,1
"Block_1511",6,18528333,19298476,-0.013255015312779,0.291610336881137,62,239212,239233,22,3405,0.414318207280921,1,0.640463864816946,1
"Block_1512",10,80095874,80184734,0.0121273052425077,0.291055325820185,134,37287,37310,24,2324,0.509614649336053,1,0.640926235819882,1
"Block_1513",10,114795442,114853855,-0.011627647816225,0.290691195405625,135,41455,41479,25,6782,0.547826056028695,1,0.641242782121892,1
"Block_1514",17,45336524.3333333,45439956,0.0125454297478629,0.288544884200846,186,122327,122349,23,5635,0.475418756968909,1,0.643054920783399,1
"Block_1515",6,23891030,24172312,-0.0221942031707518,0.288524641219773,63,239658,239670,13,4916,0.0509924082238018,1,0.643085152733591,1
"Block_1516",4,188438586.5,188792379,-0.0143966345088955,0.28793269017791,53,218436,218455,20,1164,0.326956762976175,1,0.643568863936662,1
"Block_1517",12,84212931,85013118,-0.0151233362520995,0.287343388789891,151,69603,69621,19,7322,0.278630101419301,1,0.644114817390129,1
"Block_1518",12,49667318.6,49885049,0.0118317014019848,0.283960833647636,147,65975,65998,24,2743,0.537344461062137,1,0.646785899107091,1
"Block_1519",4,40684681,40829758,0.0108967592038302,0.283315739299584,45,208121,208146,26,1035,0.588742333088514,1,0.647411878311065,1
"Block_1520",5,72292534,72497825.5,0.0123130842868898,0.283200938598465,60,224844,224866,23,2699,0.497849085661342,1,0.647513244261709,1
"Block_1521",10,75607876,75683916.25,-0.0113184009345191,0.282960023362978,134,36576,36600,25,2324,0.572987930338473,1,0.647756878213256,1
"Block_1522",2,7342228,7657353,-0.01414189399918,0.2828378799836,17,141606,141625,20,10302,0.346659102751285,1,0.647849352413843,1
"Block_1523",3,9424432,9542104,-0.0122637124952288,0.282065387390262,30,184646,184668,23,3632,0.502792898692735,1,0.648605151168643,1
"Block_1524",4,155672265,156225838,-0.0127844483516609,0.28125786373654,50,215970,215991,22,2301,0.457982035108186,1,0.649311156123126,1
"Block_1525",16,68253678,68339272,-0.0108071517579127,0.28098594570573,182,112057,112082,26,6187,0.592073182659665,1,0.649565460174741,1
"Block_1526",4,97914176,98691606,-0.0174983026285266,0.279972842056426,49,211882,211897,16,4804,0.160254232917614,1,0.650454635180387,1
"Block_1527",12,57253840,57395522.5,0.013967143789967,0.279342875799341,147,67311,67330,20,2743,0.361017500742461,1,0.650933011333425,1
"Block_1528",13,74487535,74570131,0.0154657807539893,0.278384053571808,155,80875,80892,18,943,0.258824617343536,1,0.651722598738439,1
"Block_1529",3,81346536,81541482,0.0212564234047651,0.276333504261946,33,192843,192855,13,93,0.0643887188588684,1,0.653540072449979,1
"Block_1530",9,106787665,107331777,-0.0162169348330951,0.275687892162617,122,290520,290536,17,4720,0.21771805683251,1,0.654112701153616,1
"Block_1531",9,97269703.5,97390853,0.0125144156886341,0.27531714514995,118,289646,289667,22,2525,0.484145120474322,1,0.654445252605727,1
"Block_1532",10,64959524,65087132.5,-0.0152069428882876,0.273724971989178,133,35191,35208,18,756,0.275517988899539,1,0.655706102763734,1
"Block_1533",3,182060181,182314475,0.0136396563217645,0.272793126435289,41,201710,201729,20,4229,0.389065637120567,1,0.656460123168522,1
"Block_1534",11,24408504,25116123,-0.0117566396458659,0.270402711854915,136,47744,47766,23,3353,0.551857575504296,1,0.658594143182073,1
"Block_1535",7,102449340,102531752,0.0158763082824596,0.269897240801813,83,264008,264024,17,1389,0.236504546351804,1,0.659042287384919,1
"Block_1536",18,44481541.5,44949168,-0.0116805265354986,0.268652110316469,192,131060,131082,23,2350,0.559381774402074,1,0.660139529341886,1
"Block_1537",13,52886181,53059020,0.0157384480963538,0.267553617638014,152,80103,80119,17,4049,0.244816554304585,1,0.661137183698221,1
"Block_1538",9,78652814,78936369,-0.0133311580160983,0.266623160321966,118,287990,288009,20,2525,0.416535809745002,1,0.661887647402987,1
"Block_1539",7,82344784,82584377,-0.0132828758462021,0.265657516924042,80,262102,262121,20,831,0.420862535322477,1,0.662755482208497,1
"Block_1540",17,4297336,4383882,0.011419341152081,0.262644846497862,183,116683,116705,23,3381,0.583087180052604,1,0.665378548475154,1
"Block_1541",6,13909420,14025358,0.0131092196869632,0.262184393739264,62,238407,238426,20,3405,0.43681255657376,1,0.66575911537757,1
"Block_1542",8,48986813,49063999,0.0130954611958366,0.261909223916731,92,275163,275182,20,400,0.438139205682184,1,0.666000970979106,1
"Block_1543",5,49597832,49843189,0.0174434680736363,0.261652021104545,56,222749,222763,15,1346,0.164509824494637,1,0.666203702880394,1
"Block_1544",18,12597981,12768630,0.0124531564679934,0.261516285827861,187,129050,129070,21,1436,0.496125864500399,1,0.666324630681161,1
"Block_1545",9,29285846,30199183,-0.0217688032831186,0.261225639397424,105,286634,286645,12,153,0.0577341331166117,1,0.666600274932912,1
"Block_1546",18,25284971,25544875,-0.0173937034605723,0.260905551908584,188,129888,129902,15,685,0.166553148657613,1,0.666920377934944,1
"Block_1547",8,5366761.25,5798410,-0.019982215232545,0.259768798023085,89,270479,270491,13,173,0.0890046397151795,1,0.667797104490512,1
"Block_1548",21,16198906,16290648.75,0.0198607007797808,0.25818911013715,202,174884,174896,13,376,0.0916988399822876,1,0.669321150450189,1
"Block_1549",4,177699889,177926577,-0.016072510698529,0.257160171176465,52,217344,217359,16,450,0.227881327147046,1,0.670201433705779,1
"Block_1550",17,57839538,57925185,-0.0121583784744926,0.255325947964345,186,123937,123957,21,5635,0.526526757943445,1,0.671876639416417,1
"Block_1551",10,73839441,73970649,0.0115592828603508,0.254304222927717,134,36317,36338,22,2324,0.57900942347671,1,0.672799603072277,1
"Block_1552",21,45683426.8,45822237,-0.0120393301513795,0.252825933178969,204,177818,177838,21,2976,0.538872063721838,1,0.674346767582102,1
"Block_1553",9,2023440,2132401,-0.0148481769887444,0.252419008808655,99,285181,285197,17,659,0.303018393474167,1,0.674668648934146,1
"Block_1554",17,40407147,40494745,0.0112888820817748,0.248355405799045,185,121481,121502,22,1784,0.603278566080819,1,0.678253802556912,1
"Block_1555",3,148178031,148460131,0.0129063745019384,0.245221115536829,40,198530,198548,19,6216,0.461773477332262,1,0.681216533675725,1
"Block_1556",9,72338498,72461947,-0.0152681975269224,0.244291160430759,117,287594,287609,16,516,0.276876648308167,1,0.682070141681145,1
"Block_1557",3,120490086,121025407,-0.0122128381325602,0.244256762651204,40,195358,195377,20,6216,0.527223871147872,1,0.682123492181484,1
"Block_1558",17,13332468.5,13522882,-0.0110617985276954,0.243359567609299,183,118003,118024,22,3381,0.620749076591757,1,0.683010888837119,1
"Block_1559",18,23026929,23476786,0.0142777655993049,0.242722015188183,188,129755,129771,17,685,0.346072247247559,1,0.683624419591015,1
"Block_1560",16,19819634.5,19919151.5,0.011006416272298,0.242141157990556,177,108039,108060,22,1356,0.624545853865866,1,0.68415436789438,1
"Block_1561",13,40058357,40190382,-0.0127166413179554,0.241616185041153,152,78408,78426,19,4049,0.481111255355056,1,0.684668311047644,1
"Block_1562",4,112551933,112876420,-0.0126729317427702,0.240785703112634,49,212908,212926,19,4804,0.485487774732847,1,0.685454341752635,1
"Block_1563",12,67819936,67919042,0.0125721268734058,0.23887041059471,149,68265,68283,19,1016,0.495864447048739,1,0.687170449513532,1
"Block_1564",8,71199896,71303954,0.011903486870421,0.23806973740842,93,277103,277122,20,2266,0.560126903056806,1,0.687990268868738,1
"Block_1565",22,48870846,48948194,-0.0108172452166471,0.237979394766237,207,183627,183648,22,5116,0.634833608681193,1,0.688077408019292,1
"Block_1566",13,72795951,73141877,-0.0117834659148614,0.235669318297227,155,80732,80751,20,943,0.572422415034882,1,0.690175861032617,1
"Block_1567",7,56362101,56809605,-0.0195807628685816,0.234969154422979,73,260479,260490,12,6281,0.0998845850842671,1,0.690933438137427,1
"Block_1568",12,75297422,75713213.5,-0.0123538197061583,0.234722574417007,151,68889,68907,19,7322,0.518789157044311,1,0.691169958688929,1
"Block_1569",2,226041886,226299296,-0.0137887626160518,0.234408964472881,29,163827,163843,17,6382,0.387726539562064,1,0.691449159640702,1
"Block_1570",20,6470370,6645952,-0.0117112710883407,0.234225421766814,197,167600,167619,20,2631,0.580465892135958,1,0.691634108041877,1
"Block_1571",12,33023315,33205648.3333333,0.0154825948816572,0.232238923224858,144,64836,64850,15,4288,0.265934460688684,1,0.6934960405037,1
"Block_1572",20,67000,240627,-0.0128701609684382,0.231662897431888,197,166755,166772,18,2631,0.470421593437177,1,0.694049107357212,1
"Block_1573",7,86791568,86866931,-0.0144327825925074,0.230924521480118,81,262343,262358,16,197,0.337370780642304,1,0.694854699912327,1
"Block_1574",8,132003249,132637826,-0.0128098386234844,0.23057709522272,98,283167,283184,18,4575,0.476798756577672,1,0.69516057611427,1
"Block_1575",10,114216301,114344584.25,0.0121349792805365,0.230564606330193,135,41341,41359,19,6782,0.542807552296828,1,0.695183694664416,1
"Block_1576",4,9371217.5,9523635,-0.0229519795838585,0.229519795838585,43,205869,205878,10,1496,0.0453070232376996,1,0.696197354170853,1
"Block_1577",3,88690761,89229763,-0.0191245152760763,0.229494183312916,35,193071,193082,12,183,0.11206450431161,1,0.696225807771034,1
"Block_1578",4,158093379,158281843,-0.0152654304023338,0.228981456035007,50,216125,216139,15,2301,0.280052781428335,1,0.696714854024139,1
"Block_1579",10,29329220,29452748,0.0120356255315475,0.228676885099403,124,32299,32317,19,2232,0.553694611065961,1,0.696981606525833,1
"Block_1580",8,42499923,42611544,0.0120054001955542,0.228102603715529,91,274887,274905,19,3627,0.557016568887055,1,0.6975275599793,1
"Block_1581",12,64189972,64324775.5,0.0133466255531298,0.226892634403207,149,67835,67851,17,1016,0.428575239321453,1,0.698660368936493,1
"Block_1582",5,39992960,40198955,-0.0189073497881466,0.226888197457759,55,222347,222358,12,1147,0.118318961301325,1,0.698671039036561,1
"Block_1583",7,116758099,116824594,-0.0132692446774199,0.225577159516138,83,265272,265288,17,1389,0.435797118717312,1,0.699988796394929,1
"Block_1584",2,242973917.666667,243017952,-0.0160361223545864,0.224505712964209,29,166741,166754,14,6382,0.234708412840398,1,0.701084260001885,1
"Block_1585",13,69261665,69898416,-0.0186726257998644,0.224071509598373,155,80643,80654,12,943,0.12578269629872,1,0.701502172254539,1
"Block_1586",22,30097106,30169714,0.0109904613336798,0.219809226673595,207,180193,180212,20,5116,0.647299842260354,1,0.705722196831336,1
"Block_1587",8,79818892,80211814,-0.0136413465669494,0.21826154507119,94,277697,277712,16,409,0.405476251024774,1,0.707207119090765,1
"Block_1588",6,84152487,84325297,0.014229147092818,0.21343720639227,66,245619,245633,15,1008,0.357464357419899,1,0.712190055822407,1
"Block_1589",17,65254260.5,65339476,-0.0118263388927295,0.212874100069131,186,124949,124966,18,5635,0.583940788058024,1,0.7127715762761,1
"Block_1590",5,39009485,39068175,-0.014120495241625,0.211807428624375,55,222209,222223,15,1147,0.366596184727886,1,0.713843921332909,1
"Block_1591",13,97050032,97550987,-0.0150335557912405,0.210469781077367,156,82113,82126,14,2712,0.298833935897595,1,0.715181240541401,1
"Block_1592",3,100517298,100601844,0.0116305211096506,0.20934937997371,39,193611,193628,18,667,0.60615593639909,1,0.716258920648244,1
"Block_1593",5,68763328,68827229.3333333,-0.0173897723202862,0.208677267843435,57,224618,224629,12,535,0.172697347946628,1,0.716915131802411,1
"Block_1594",6,85686987,85896004,-0.01732984818294,0.20795817819528,66,245711,245722,12,1008,0.175252836912856,1,0.717585569756668,1
"Block_1595",18,29952797,30122624,0.0122317631103802,0.207939972876464,190,130131,130147,17,653,0.54491489706021,1,0.717603353256781,1
"Block_1596",10,3319255.5,3437664,0.0115126898118077,0.207228416612538,123,29156,29173,18,2628,0.619258819282294,1,0.718216884010677,1
"Block_1597",4,163407197,163704718,-0.0204413468019874,0.204413468019874,51,216415,216424,10,582,0.0838456463324199,1,0.721229408929807,1
"Block_1598",3,118536501.5,118734756,0.0113434333100387,0.204181799580696,40,195119,195136,18,6216,0.637218376046337,1,0.721487269681444,1
"Block_1599",9,109351104.666667,109514928,0.0112988187162471,0.203378736892448,122,290684,290701,18,4720,0.641872318025889,1,0.722276857086458,1
"Block_1600",20,33796361,33860835.6666667,0.0112787369183724,0.203017264530703,198,170063,170080,18,1786,0.64384095148839,1,0.722653867288852,1
"Block_1601",12,63188406,63267541,-0.0155035083830693,0.201545608979901,148,67790,67802,13,139,0.270225619265933,1,0.724142346248304,1
"Block_1602",6,162857617,163199983,0.0133723890774424,0.200585836161636,71,253024,253038,15,6164,0.435414773464884,1,0.7250866501043,1
"Block_1603",10,51542259,51844517,0.014303450492068,0.200248306888952,131,34217,34230,14,330,0.354843069503254,1,0.725447655156593,1
"Block_1604",4,132950266,133369148.5,-0.0181686209317075,0.199854830248782,50,214114,214124,11,2301,0.14500310322077,1,0.725817551958941,1
"Block_1605",4,48816201,48915431,0.0132900666636198,0.199350999954297,47,208667,208681,15,257,0.443493817566186,1,0.726308376562058,1
"Block_1606",6,80487922.6666667,80694278,0.01240951544206,0.19855224707296,66,245405,245420,16,1008,0.531467014274816,1,0.727217113417829,1
"Block_1607",18,19495230,19612554,0.0152333801695512,0.198033942204165,188,129363,129375,13,685,0.288185176029976,1,0.727745283371182,1
"Block_1608",19,38899811.5,38985047,-0.0131382424572897,0.197073636859346,196,138026,138040,15,3817,0.458444406111122,1,0.728689587227179,1
"Block_1609",5,38078525,38211653,-0.0114607863640722,0.194833368189227,55,222061,222077,17,1147,0.633974665625739,1,0.731083246342379,1
"Block_1610",16,31447114,31566092,0.0121121927247666,0.193795083596266,178,109502,109517,16,282,0.566041695194365,1,0.732111132648906,1
"Block_1611",13,76504591,76609715,0.017613373036282,0.193747103399102,155,81081,81091,11,943,0.16604098385436,1,0.732168039849267,1
"Block_1612",11,70127918,70173704.75,-0.0113901021919685,0.193631737263465,141,52718,52734,17,5490,0.641861647925821,1,0.73229608105008,1
"Block_1613",19,19591758,19686223,-0.011388873283947,0.193610845827098,194,136671,136687,17,2682,0.642002137576714,1,0.732319199600227,1
"Block_1614",3,178733514,178831804,0.0113479416835348,0.192915008620091,41,201417,201433,17,4229,0.646268399253804,1,0.73306610660497,1
"Block_1615",8,135235862,135498122,-0.0136897728073604,0.191656819303046,98,283593,283606,14,4575,0.409360167449437,1,0.734396312413417,1
"Block_1616",12,38442940.5,38552636,-0.0126950018148881,0.190425027223321,147,64951,64965,15,2743,0.505873000912294,1,0.735701621321705,1
"Block_1617",5,166869878,167044610,-0.0110961647648082,0.188634801001739,61,234013,234029,17,8919,0.671912206416643,1,0.737547548633427,1
"Block_1618",20,11524341,11788173,0.0125215776774531,0.187823665161797,197,168008,168022,15,2631,0.525063175884151,1,0.738388708188768,1
"Block_1619",3,125341592,125457383,-0.0125204619345527,0.18780692901829,40,196087,196101,15,6216,0.525209000585077,1,0.738408270038893,1
"Block_1620",18,22335468,22563727,-0.0133754177858215,0.187255849001501,188,129716,129729,14,685,0.439634798041681,1,0.738938218342258,1
"Block_1621",10,45144017,45270290,-0.0130487645477181,0.182682703668053,126,33708,33721,14,384,0.472769015452083,1,0.743912263323843,1
"Block_1622",13,73378669,73475112,0.013847504716891,0.180017561319583,155,80765,80777,13,943,0.399077747684144,1,0.746681154291425,1
"Block_1623",11,45523228,45586349,-0.0119572163179327,0.17935824476899,137,49617,49631,15,2426,0.591824213658084,1,0.74738893759592,1
"Block_1624",20,54739187,54904602,-0.0127337105764882,0.178271948070835,199,173338,173351,14,3637,0.507244108771,1,0.748553756853316,1
"Block_1625",17,80130809,80164201.5,0.011127441739007,0.178039067824112,186,127679,127694,16,5635,0.680087281418554,1,0.74879205575483,1
"Block_1626",8,79305876,79527876,0.0127000593851768,0.177800831392475,94,277665,277678,14,409,0.510923514944364,1,0.749021462906286,1
"Block_1627",7,130098336,130149489,-0.0160491064233474,0.176540170656821,85,266372,266382,11,2152,0.242821245591915,1,0.750337441914643,1
"Block_1628",13,107009062,107078317,-0.0116945390968759,0.175418086453138,156,83216,83230,15,2712,0.624092374612987,1,0.751594735372627,1
"Block_1629",3,65950683,66033260,-0.0116764184160529,0.175146276240793,31,191628,191642,15,4234,0.626336652327238,1,0.751886384774479,1
"Block_1630",8,91173192,91341181,-0.0144545773696611,0.173454928435933,97,278384,278395,12,2233,0.350114436823227,1,0.753627389435534,1
"Block_1631",3,99013462,99137655,-0.0132990960963615,0.1728882492527,39,193386,193398,13,667,0.452221959421609,1,0.754249811939486,1
"Block_1632",10,32070119,32160635,0.0114699220442855,0.172048830664283,124,32719,32733,15,2232,0.651804402838958,1,0.755179888995392,1
"Block_1633",2,197255208,197333235,-0.0122871297693938,0.172019816771513,29,160540,160553,14,6382,0.55863308904732,1,0.755238574545765,1
"Block_1634",2,29941470,30101986,-0.0122707380833454,0.171790333166836,17,144798,144811,14,10302,0.56054481530946,1,0.755482208497312,1
"Block_1635",17,44785029,44835681,0.0113865125270738,0.170797687906107,186,122216,122230,15,5635,0.661898317503054,1,0.756563445304178,1
"Block_1636",16,20303127,20395364.3333333,-0.0112667296625247,0.16900094493787,177,108089,108103,15,1356,0.675648519790368,1,0.758508960216532,1
"Block_1637",7,92534106,92683518,0.0120396945654236,0.16855572391593,82,262770,262783,14,1532,0.589035760840377,1,0.758983779669547,1
"Block_1638",6,76940951,77325193,-0.0152939040394865,0.168232944434351,65,245290,245300,11,536,0.291041206148112,1,0.75931810947167,1
"Block_1639",13,27272914.6666667,27447354.25,-0.0120144977803574,0.168202968925004,152,77007,77020,14,4049,0.592181662010354,1,0.759341228021817,1
"Block_1640",8,59136767,59251861,0.0129100544499547,0.167830707849411,93,275985,275997,13,2266,0.49307243753101,1,0.759727129974267,1
"Block_1641",18,10805878,10913290,-0.011985395572778,0.167795538018892,187,128848,128861,14,1436,0.595741918732961,1,0.759755583574448,1
"Block_1642",13,113879914,113946704.666667,-0.0111842499666797,0.167763749500195,156,84207,84221,15,2712,0.685079109900252,1,0.759792928924685,1
"Block_1643",3,86927466,86998418,0.0278730138424154,0.167238083054492,35,192987,192992,6,183,0.0171592992589615,1,0.760313985477994,1
"Block_1644",20,57438238,57484887,0.0111237047639554,0.166855571459331,199,173933,173947,15,3637,0.691522071991165,1,0.760707000830489,1
"Block_1645",6,64354050,64395054,-0.0184965209710089,0.16646868873908,64,244640,244648,9,220,0.138113775277022,1,0.761082232682872,1
"Block_1646",5,37533192,37668782.5,0.0118309015330769,0.165632621463076,55,221991,222004,14,1147,0.614928537004796,1,0.761939397388315,1
"Block_1647",20,35626352,35780712,0.0118290353431974,0.165606494804763,198,170424,170437,14,1786,0.615150830756208,1,0.761971407688518,1
"Block_1648",7,136009213,136280002,-0.0126740773385586,0.164763005401261,85,267136,267148,13,2152,0.519660548549844,1,0.762865917744199,1
"Block_1649",4,126560514,126683869,-0.0135502715340345,0.162603258408414,49,213822,213833,12,4804,0.432151501194162,1,0.765229344909206,1
"Block_1650",16,30351511,30467696,0.0115443844676923,0.161621382547692,178,109341,109354,14,282,0.651534093637241,1,0.766415504366738,1
"Block_1651",15,99383252,99425542,-0.0114992044534247,0.160988862347946,174,104909,104922,14,2561,0.657372416724315,1,0.767169524771526,1
"Block_1652",3,143099960,143258538,-0.0113584799010062,0.159018718614086,40,198271,198284,14,6216,0.67477001488479,1,0.769337333435292,1
"Block_1653",3,28055822,28182010.5,-0.0121657098129239,0.158154227568011,30,186919,186931,13,3632,0.580657953937178,1,0.770302977491424,1
"Block_1654",8,88534882,88845118,-0.0131460933744567,0.157753120493481,97,278247,278258,12,2233,0.472879273152783,1,0.770754678394292,1
"Block_1655",18,32531847,32672280,-0.0120733889248777,0.15695405602341,190,130282,130294,13,653,0.592277692910963,1,0.771581611149543,1
"Block_1656",5,14570310,14619738,0.0111544776909294,0.156162687673011,54,220307,220320,14,2991,0.699007147188695,1,0.772424549054896,1
"Block_1657",5,5535065,5638411,0.0128831265188034,0.154597518225641,54,219361,219372,12,2991,0.501734780436016,1,0.774092641365488,1
"Block_1658",17,25268976,25410627,-0.0220358493714114,0.15425094559988,184,119170,119176,7,1262,0.0609974053873335,1,0.774515888668176,1
"Block_1659",19,52894588,53014150,-0.0118352790039508,0.153858627051361,196,139997,140009,13,3817,0.622415390552338,1,0.77494802772092,1
"Block_1660",16,75894911.6666667,76256948,-0.0117780287918431,0.15311437429396,182,113232,113244,13,6187,0.629631934898163,1,0.775844316126611,1
"Block_1661",17,38628452,38658267.0909091,0.0108522320925268,0.151931249295375,185,121033,121046,14,1784,0.729518298332441,1,0.777234985835442,1
"Block_1662",4,178612425.4,178808604,0.0151348995623162,0.151348995623162,52,217422,217431,10,450,0.305824629791986,1,0.777980114490174,1
"Block_1663",19,8605635,8684467,-0.0115705062378907,0.150416581092579,194,135236,135248,13,2682,0.657203473473242,1,0.779093361597243,1
"Block_1664",10,113076598,113358352,-0.0136501661209498,0.150151827330447,135,41234,41244,11,6782,0.427668280815694,1,0.779402794499208,1
"Block_1665",2,177793674,177921417.6,0.0124692726278121,0.149631271533745,28,159009,159020,12,1434,0.549734225590812,1,0.779993206702957,1
"Block_1666",15,70974157,71015431,-0.0114430997585737,0.148760296861458,173,101003,101015,13,7146,0.674001767679911,1,0.781159804310365,1
"Block_1667",13,91922718,92210112,0.0114204816902008,0.14846626197261,156,81739,81751,13,2712,0.6768346792479,1,0.781499469162522,1
"Block_1668",4,169725732,169771566,0.0113910300482562,0.14808339062733,51,216791,216803,13,582,0.68070081217245,1,0.781972510265525,1
"Block_1669",15,30950893,31122644,-0.0134608894394434,0.148069783833877,172,95600,95610,11,187,0.446572141435733,1,0.781997407165684,1
"Block_1670",4,170263013,170319181,0.0134528517045744,0.147981368750319,51,216890,216900,11,582,0.447281703090239,1,0.782100551466339,1
"Block_1671",3,43836471,43948352,-0.0123043072029676,0.147651686435612,31,188606,188617,12,4234,0.569971848719321,1,0.782450886418563,1
"Block_1672",20,18629863,18735103,0.0122826371466551,0.147391645759861,197,168551,168562,12,2631,0.572753188136983,1,0.782708747170201,1
"Block_1673",18,19216228,19294520,0.0112904662000295,0.146776060600383,188,129328,129340,13,685,0.693348437452763,1,0.783343618124232,1
"Block_1674",8,111072303,111362564,-0.0182666135584381,0.146132908467505,97,280472,280479,8,2233,0.14860781869366,1,0.784038952978647,1
"Block_1675",17,3075,36831,0.0121692455712212,0.146030946854654,183,115789,115800,12,3381,0.587244962379005,1,0.784159880779415,1
"Block_1676",6,81314251,81482045,-0.0159977404626844,0.14397966416416,66,245464,245472,9,1008,0.252025985250365,1,0.786459287344016,1
"Block_1677",2,49360192,49717650,-0.0130802469435359,0.143882716378895,17,147380,147390,11,10302,0.486323599238155,1,0.786551761544604,1
"Block_1678",3,82034979.1666667,82182336,0.017846155662247,0.142769245297976,33,192888,192895,8,93,0.164285752393215,1,0.787931761153367,1
"Block_1679",10,100194159.666667,100250135,0.0109228786136393,0.141997421977312,135,39832,39844,13,6782,0.735904353222993,1,0.788961425809905,1
"Block_1680",4,19134792,19510473,-0.0129086401561785,0.141995041717964,43,206639,206649,11,1496,0.505472872159753,1,0.788966760859939,1
"Block_1681",4,182905294,183014925,0.012869765963664,0.141567425600304,53,217555,217565,11,1164,0.509877845137724,1,0.789535832863553,1
"Block_1682",11,62716626,62756109,0.0108291433496039,0.140778863544851,141,51294,51306,13,5490,0.744716077528947,1,0.790485471769583,1
"Block_1683",5,54752143,54848347,0.0140696085754948,0.140696085754948,56,223190,223199,10,1346,0.392346692891402,1,0.790601064520317,1
